Ammonia,Benzene,Alcohol,CO,Methane,CNG,LPG,Butane,Hydrogen,Smoke,Propane,AQI
47.95,0.7,5.32,9.18,1.32,5.09,0.7,8.03,8.84,132.15,3.88,181.87
39.32,2.88,6.78,6.32,6.98,8.44,7.45,2.92,9.19,49.95,1.72,118.24
48.18,3.13,9.65,9.83,4.5,4.04,3.29,8.85,9.94,101.64,9.49,173.52
26.48,4.04,8.6,6.46,5.11,6.11,5.02,7.19,0.85,71.51,9.05,130.58
38.01,2.37,6.13,18.38,0.72,2.95,5.75,4.5,3.3,47.35,8.85,111.56
41.64,1.32,7.35,12.94,7.4,3.32,9.02,7.2,4.17,88.31,6.17,139.38
11.56,4.61,7.43,0.97,8.98,8.05,6.09,7.86,7.15,183.99,4.75,170.83
41.76,2.45,1.84,13.2,6.6,5.01,7.33,1.38,5.82,94.99,8.02,159
36.05,1.8,3.83,4.45,5.21,8.74,2.67,1.46,7.47,109.5,8.42,155.87
17.68,2.68,8.86,13.08,2.72,8.29,8.24,6.3,1.23,89.86,1.09,124.6
46.1,3.75,0.16,3.64,3.33,8.16,7.95,5.96,7.18,172.18,8.08,190.82
44.17,0.25,2,11.77,0.44,1.26,0.96,4.6,4.52,184.76,1.18,179.46
36.1,3.41,6.79,6.56,9.21,6.76,6.85,3.53,1.11,78.21,9.25,141.54
22,1.88,2.82,11.5,6.74,6.55,0.04,2,5.66,40.72,4.58,86.86
7.18,4.51,2.33,8.99,5.38,1.91,8.45,3.13,9.44,152.7,7.9,172.02
29.9,2.75,9.35,0,2.6,0.72,6.61,4.69,3.73,69.59,8.43,119.04
25.47,3.3,3.26,5.82,8.09,0.51,7.99,7.06,1.92,8.18,0.02,75.04
28.78,0.68,9.7,8.39,7.74,2.94,0.56,0.04,9.45,11.48,2.83,64.78
11.1,0.93,9.61,18.18,9.17,6.56,5.88,3.73,2.14,7.59,8,87.1
40.86,4.34,5.38,19.92,2.08,9.98,2.74,5.07,7.1,63.15,4.95,169.14
46.54,1.57,7.78,11.15,0.69,6.74,9.42,9.79,2.8,156.58,4.51,203.8
10.24,3.5,0.08,5.26,6.27,3.4,7.86,3.89,8.59,122.71,4.31,141.44
36.6,4.48,3.93,8.03,5.09,4.33,4.14,5.25,6.64,67.3,3.91,127.83
32.91,3.56,5.2,10.09,5.53,1.59,1.76,0.08,5.99,57.48,1.99,108.6
38.37,4.37,9.13,11.81,5.41,9.51,3.7,3.3,9.84,59.36,6.63,147.39
46.36,0.87,9.85,0.29,8.43,7.52,1.13,0.09,6.8,135.37,8.23,171.67
5.79,0.75,2.79,2.73,1.55,5.58,1.32,6,1.02,44.97,3.14,64.96
49.28,3.41,7.31,4.64,1.93,4.73,4.22,1.83,4.07,17.37,0.03,84.8
17.91,2.25,4.44,11.13,3.81,0.59,5.36,1.37,5.29,94.39,8.08,117.51
31.01,3.29,3.98,8.49,4.37,4.98,9,4.77,0.61,105.29,6.73,143.53
8.83,2.59,4.37,6.85,3.52,5.19,7.51,6.19,5.9,105.54,0.07,126.86
17.21,1.5,7.52,18.46,9.24,8.46,8.25,1.01,1.32,165.82,6.91,178.33
30.54,2.87,3.51,0.45,9.65,4.78,3,5.02,8.71,174.57,4.36,170.27
10.33,2.4,0.16,2.28,7.03,5.17,5.65,8.85,8.77,157.77,5.28,168.08
39.26,0.82,4.3,0.07,2.36,3.47,4.05,6.15,3.2,53.7,9.39,95.77
11.66,0.7,7.56,2.87,6.69,5.93,2.49,5.59,7.9,141.81,5.57,140.07
26.79,3.99,4.97,8.25,4,8.3,9.25,2.08,2.75,8.73,3.05,103.66
28.24,4.87,4.1,9.01,6.39,6.07,2.08,9.75,1.64,131.41,6.15,159.2
45.82,4.17,4.76,1.57,9.64,1.15,4.74,5.75,8.68,188.37,9.7,202.23
34.33,4.86,0.96,6.95,3.01,1.22,7.54,4.69,1.94,25.07,5.12,84.79
25.19,2.83,2.68,19.76,4.42,7.61,1.48,9.76,4.47,41.85,7.16,113.85
41.87,1.84,5.57,9,4.78,8.24,4.47,5.36,8.98,68.15,8.19,149.5
2.4,0.77,6.69,0.07,5.11,2.44,9.07,2.33,9.14,99.4,5.1,109.96
17.09,1.07,1.68,17.5,9,4.05,1.44,6.31,1.39,68.57,5.75,98.38
21.49,4.51,5.58,16.27,7.02,1.54,3.42,6.32,2.87,108.4,1.46,132.41
27.73,2.98,4.9,6.94,4.12,7.81,3.13,1.59,3.46,117.92,8.4,142.08
8.22,4.84,0.11,18.15,4.73,2.96,5.35,5.25,6.38,123.37,3.94,154.37
16.78,1.57,6.45,7.7,8.39,6.48,4.98,3.12,4.88,184.99,4.01,174.75
45.13,4.45,0.5,0.7,9.69,4.88,0.66,8.67,1.71,186,1.18,186.42
7.57,3.77,9.76,11.5,2.87,8.32,5.58,3.17,4.84,135.23,2.53,155.98
31.13,3.22,3.27,12.8,4.41,7.18,1.44,4.98,6.22,95.67,7.4,153.19
48.89,2.13,3.71,13.09,8.82,0.41,4.7,5.14,2.56,167.81,3.01,192.49
48.05,0.55,7.67,6.96,8.12,2.61,8.12,7.05,0.14,48.09,5.25,125.42
31.33,3.37,5.28,1.77,1.52,6.55,6.34,8.38,1.95,162.37,5.16,158.74
41.78,0.45,8.56,10.22,3.09,7.64,6.06,2.45,0.85,79.45,1.69,132.02
32.66,1.88,3.45,2.39,4.91,8.46,7.58,5.63,8.82,86.56,2.57,132.18
33.58,2.05,6.78,10.8,6.34,1.11,1.6,0.98,4.55,136.62,0.92,158.11
21.97,0.68,4.9,6.97,1.24,9.78,7.95,3.28,8.34,17.57,0.21,80.24
4.61,0.79,3.97,5.13,9.28,2.57,0.76,7.26,6.79,149.43,5.56,135.96
4.83,4.47,1.11,7.49,9.44,7.37,5.73,6.04,5.9,57.26,6.03,103.11
16.77,0.84,2.91,14.97,2.94,5.31,6.19,5.2,2.48,96.24,2.31,135.28
41.99,3.47,9.21,14.68,4.43,3.18,9.4,2.35,7.17,116.94,2.59,182.94
46.81,2.05,7.62,14.25,3.56,1.61,9.68,3.51,7.47,133.55,4.73,197.45
33.88,2.07,9.23,15.86,4.25,8,5.56,5.93,9.38,128.42,2.91,189.54
32.34,2.43,2.08,13.1,2.69,3.34,2.8,5.46,9.53,76.79,1.39,148.91
46.76,1.4,0.61,5.89,8.37,7.65,1.79,8.91,0.58,50.11,4.31,122.76
25.36,0.88,2.14,12.85,7.9,1.45,4.4,8.57,4.12,136.89,2.61,157.14
39.08,0.49,3.61,12.58,7.52,8.56,0.59,5.46,1.35,56.08,7.77,117.83
37.77,4.68,2.04,11.64,8.76,9.21,4.2,9.82,4.72,183.63,3.29,203.6
3.37,2.18,6.37,8.06,9.54,2.28,7.5,9.51,3.06,166.5,1.48,181.3
19.69,2.78,8.46,18.48,2.95,1.7,8.49,5.94,0.17,170.55,9.64,189.94
5.96,4.08,5.83,2.7,3.44,0.15,8.83,2.25,4.57,57.74,1.37,76.83
26.39,0.83,7.4,14.29,0.52,6.45,9.23,2.77,3,114.55,5.9,127.2
26.59,1.69,0.07,11.75,8.89,2.36,5.36,0.97,8.02,100.96,6.37,131.31
41.56,3.64,2.12,16.11,3.21,2.24,0.57,4.93,6.53,120.14,4.41,156.39
39.96,4.28,7.53,6.51,3.63,9.11,6.09,9.59,2.97,142.49,7.5,180.49
22.03,1.63,8.72,14.19,4.18,4.48,0.57,2.25,5.28,73.5,2.38,111.38
38.22,1.15,0.44,8.91,2,5.86,8.86,1.67,8.41,19.08,5.74,102.25
32.95,1.92,9.15,19.5,7.74,0.13,6.21,1.83,1.65,111.6,6.2,154.06
7.66,2.08,2.49,16.47,4.91,3.29,1.04,4,2.86,7.39,2.3,54.97
45.72,1.89,7.78,17.65,8.62,3.78,5.48,1.94,4.91,32.67,8.25,122.23
43.58,4.46,8.66,9.92,0.68,5.47,4.73,1.28,0.78,95.03,5.88,136.32
4.58,2.19,8.82,6.01,9.93,6.18,2.19,7.04,9.52,23.76,5.06,90.12
34.75,3.13,1.94,1.3,3.92,7.74,8.98,1.56,2.26,53.42,0.42,81.7
25.13,0.11,8.68,19.87,3.27,2.03,9.47,8.24,7.65,144.44,0.24,179.52
17.41,3.29,8.02,11.35,3.51,4.12,3.82,3.17,9.82,114.03,2.51,151.67
48.81,1.91,7.68,18.78,3.53,7.98,1.07,6.25,9.32,128.96,7.06,189.62
10.54,1.75,2.36,10.64,9.67,5.87,9.6,0.32,2.13,95.69,5.85,119.88
3.44,4.36,3.96,14.29,5.12,5.51,4.36,6.09,7.97,134.77,6.72,150.91
7.4,2.24,1.95,14.29,8.15,9.12,3.86,4.79,4.31,79.28,5.87,100.19
49.87,2.29,3.94,15.39,4.59,3.08,7.14,2.06,9.96,74.98,7.51,150.55
3.95,4.94,8.16,3.51,3.63,0.89,6.25,6.4,9.81,175.88,4.21,179.96
48.6,1.49,7.16,9.61,0.66,6.22,1.04,3.39,2.76,3.05,0.24,72.35
23.71,4.33,2.98,16.7,0.42,9.54,4.82,5.68,3.34,198.11,3.73,191.94
32.41,4.64,6.39,19.35,5.56,0.14,6.28,9.05,9.96,139.61,5.19,201.58
45.81,1.21,8.75,17.73,3.64,9.37,0.44,6.63,6.16,186.5,8.87,237.08
28.92,3.68,8.83,10.63,5.12,8.49,6.93,3.31,0.97,53.72,2.33,92.88
19.44,0.75,2.22,6.86,1.85,3.06,1.18,0.28,2.45,49.71,5.71,59.77
2.98,4.67,9.21,5.67,7.19,8.08,3.22,1.63,8.47,35.26,6.25,88.9
44.83,0.6,2.75,17.7,6.66,0.08,6.47,4.86,7.19,144.65,3.26,203.97
39.07,4,5.69,18.12,7.68,2.24,2.55,5.01,3.56,104.32,1.45,156.14
39.2,4.47,5.25,9.01,3.69,9.84,3.43,2.43,2.07,186.23,0.63,189.39
24.31,0.31,1.01,5.95,3.94,5.8,5.32,1.28,8.15,70.73,8.11,126.6
1.92,0.72,1.55,5.37,9.37,4.38,4.45,6.17,5.5,28.49,1.17,63.84
22.82,4.97,5.64,5.64,8.28,5.68,7.13,6.26,9.19,27.42,1.76,98.01
27.7,2.06,3.04,5.16,7.74,8.98,2.51,3.82,7.18,97.07,3.7,155.64
22.22,2.69,6.08,11.96,9.77,2.41,6.33,3.05,9.17,95.8,1.41,127.42
28.61,3.25,2.7,0.39,8.98,7.77,5.68,3.13,6.32,179.06,5.78,196.86
10.08,2.71,5.89,14.17,6.65,9.12,9.36,2.32,7.87,118.26,5.13,171.44
6.91,2.13,2.44,9.66,2.06,1.11,2.63,5.63,3.49,175.79,9.3,155.85
0.71,0.13,6.77,18.78,0.96,5.4,4.45,0.77,5.72,75.21,3.56,106.68
23.48,4.18,4.01,0.99,4.36,0.09,0.3,1.07,9.67,145.46,6.91,164.1
11.46,2.49,2.17,13.11,2.39,1,9.39,8.08,2.88,151.88,0.6,154.35
10.4,2.19,0.57,14.31,1.98,7.52,3.8,6.11,6.23,16.47,6.05,87.2
38.78,3.05,7.12,10.17,1.77,6.84,6.03,3.56,5.91,147.67,1.88,158.1
4.73,3.54,6.77,15.47,6.37,7.53,6.08,5.77,4.17,11.01,5.9,76.18
0.38,0.19,5.3,1.39,8.1,2.38,8.96,6.24,7.19,95.54,5.69,118.34
14.28,4.95,9.52,5.63,1.09,0.52,7.53,3.35,2.32,2.31,9.7,66.24
34.75,1.94,2.49,17.27,3.71,9.89,9.1,8.44,7.05,138.46,2.1,186.04
27.28,1.95,2.56,3.61,3.24,5.65,5.26,1.32,2.9,141.63,8.51,143.2
14.37,2.93,9.46,7.08,9.32,7.2,0.81,6.74,9.21,84.64,2.63,127.09
20.8,4.33,2.56,13.83,0.28,1.26,5.43,0.06,4.63,115.76,6.76,137.99
6.84,2.18,4.13,7.35,2.93,2.79,0.25,4.14,9.39,150.9,8.53,148.31
23.67,2,2.22,7.65,9.24,6.07,3.75,6.12,8.26,15.97,1.84,86.06
10.69,2.02,5.73,14.94,2.83,6.13,3.13,7.36,8.45,105.87,2.81,144.12
7.3,4.28,0.62,7.56,5.19,2.08,7.88,6.43,5.31,28.16,4.07,86.19
3.1,2.26,9.19,4.16,7.46,1.78,5.75,5.26,6.19,75.42,1.67,117.63
49.47,3.01,4.39,19.8,3.26,4.76,1.03,0.45,6.88,6.05,8.79,107.39
26.43,0.6,3.91,3.75,0.67,6.32,2.32,0.88,6.95,117.84,2.46,108
20.17,0.94,4.14,8.51,9.01,0.73,3.05,4.27,1.02,148.85,4.91,182.95
9.24,3.24,8.07,7.61,9.67,2.11,3.36,7.03,1.31,134.74,8.76,151.6
23.18,4.71,8.19,16.97,2.39,4.1,0.19,9.58,2.42,29.25,3.22,96.69
48.26,3.28,2.98,10.3,2.54,8.03,1.41,1.68,0.33,149.8,5.41,160.77
45.31,2.21,0.15,15.18,9.63,7.41,5.69,0.36,8.72,117.42,1.39,161.94
38.16,2.85,7.45,10.32,7.45,2.25,8.57,1.75,1.78,7.28,2.97,74.26
19.85,4.47,2.38,10.29,2.63,0.61,2.13,6.47,0.9,35.9,8.5,73.07
47.65,1.31,0.5,13.31,2.65,6.87,7.33,7.03,4.51,74.01,4.45,152.7
30.31,1.68,0.29,9.55,5.82,4.24,2.38,8.75,7.57,98.88,8,157.17
9.54,2.76,9.98,7.29,4.49,3.68,7.95,9.23,6.17,69.22,0.34,118.7
29.79,2.95,8.5,15.1,1.64,3.3,3.21,3.07,8.87,98.06,5.81,130.78
10.93,2.29,4.64,14.67,2.98,9.36,5.86,4.42,1.59,146.16,3.57,154.69
15.18,4.72,6.06,9.69,0.47,9.46,1.57,6.06,4.22,69.59,8.73,111.51
0.41,0.41,8.14,7.47,1.08,2.02,4.6,3.52,7.87,29.56,0.68,64.52
24.05,2.1,4.97,6.79,3.64,5.74,1.66,2.32,1.94,198.86,4.84,170.61
47.65,3.62,5.8,4.21,1.88,5.04,1.09,1.82,9.84,74.34,8.45,141.58
7.02,1.52,9.07,11.91,4.07,4.67,9.54,1.98,8.16,159.77,2.92,185.56
42.2,3.81,8.88,7.85,0.14,2.35,5.97,4.76,2.41,151.12,4.76,170.57
32.2,0.91,8.49,7.71,8.05,5.47,4.25,7.03,8.37,79.84,5.2,150.59
46.81,3.4,8.3,17.59,5.3,7.83,8.61,0.94,5.59,54.37,3.19,134.01
23.83,2.91,0.19,8.94,9.07,7.38,6.65,4.83,4.14,148.27,2.37,166.94
29.54,3.04,0.26,14.29,4.26,4.77,3.7,1.2,2.44,158.61,5.52,167.52
3.72,4.45,4.66,18.41,1.97,6.02,8.76,1.95,3.7,82.63,7.59,124.18
5.83,4.42,5.56,18.13,8.51,9.2,0.84,9.63,6.15,82.12,1.53,131.4
38.92,4.82,9.68,0.25,2.71,4.45,1.94,0.22,1.13,134.49,1.27,135.96
24.77,0.99,6.56,14.09,2.87,4.73,0.78,5.85,5.2,45.55,8.3,109
14.13,0.79,4.75,0.53,9.5,3.67,7.45,7.44,9.63,24.96,1.11,76.73
17.4,2.94,6.06,3.44,7.92,4.79,6.3,7.82,3.56,56.29,2.63,124.16
3.66,0.54,4,4.86,2.49,9.61,3.39,7.06,6.99,76.76,0.94,111.61
21.57,4.86,3.18,11.74,4.09,4.31,8.42,6.87,8.84,150.24,6.44,168.2
0.54,2.24,6.79,11.77,7.04,5.52,1.82,4.69,1.64,171.29,9.26,169.47
11.38,3.19,8.2,8.23,5.3,9.68,0.77,9.99,5.63,167.71,5.66,168.12
1.7,0.86,9.6,18.04,8.36,0.43,1.93,7.55,5.3,176.16,2.82,176.16
10.16,1.01,5.78,10.19,4.51,5.55,9.93,8.79,9.07,12.37,4.94,95.84
41.81,3.67,0.28,2.26,3.32,3.62,2,0.91,6.51,89.3,1.92,111.05
13.05,4.75,1.64,19.44,2.41,7.92,8.96,5.09,7.04,91.37,8.58,148.47
18.93,3.48,0.53,8.01,9.42,8.02,7.94,4.19,7.7,131.73,9.86,172.54
28.36,4.45,3.29,19.52,4.67,7.02,0.68,9.25,5.5,168.86,5.74,196.04
17.78,4.49,5.07,16.09,1.05,4.45,1.96,5.74,0.04,134.63,1.76,149.48
23.6,0.8,5.46,1.86,6.51,0.3,8.55,5.42,1.65,57.89,7.71,108.18
16.2,1.62,7.53,5.99,9.08,5.48,0.64,8.13,7.2,149.37,8.19,167.59
22.97,0.16,0.51,16.43,3.22,0.23,5.79,6.73,4.63,7.79,1.04,77.17
27.14,1.1,6.8,17.79,2.86,0.07,8.96,3.66,7.65,87.49,8.98,154.73
38.24,1.6,3.56,5.35,7.37,4.23,3.66,3.32,1.79,150.05,9.54,167.37
19.76,4.9,9.52,4.99,7.05,6.37,1.59,3.51,6.86,44.74,8.74,115.13
18.5,3.65,3.04,16.19,7.15,4.31,8.58,8.03,1.57,113.97,3.03,150
32.19,2.54,1.43,9.77,9.16,8.57,4.28,4.36,3.96,17.67,3.71,94.39
4.5,4.12,8.75,19.68,0.1,8.14,0.04,3.45,2.55,40.71,2.56,93.15
6.05,1.76,2.87,8.63,9.84,0.69,4.07,5.76,1.29,180.07,0.38,156.5
24.66,0.2,3.34,0.61,8.58,1.31,9.89,7.14,1.99,145.1,5.05,157.79
9.93,0.33,0.34,0.74,8.45,0.05,2.22,4.61,3.14,69.27,5.36,88.29
38.19,4.81,0.7,6.06,4.74,1.93,0.21,4.26,1.44,54.01,1.67,94.51
20.7,2.92,8.86,0.85,7.26,3.89,3.99,7.13,5.79,155.3,0.05,155.34
24.92,0.69,1.1,1.29,5.44,9.91,3.3,2.86,3.17,114.24,2.21,127.94
32.93,1.44,6.17,6.1,9.03,9.79,5.13,8.48,8.86,11.3,1.12,115.77
6.38,3.84,8.86,4.55,4.83,2.53,9.71,3.58,7.49,1.47,9.73,72.68
37.51,1.59,1.34,1.87,6.51,7.98,0.22,0.87,2.71,181.41,7.85,170.61
28.71,3.58,2.17,19.78,6.53,5.34,4.33,5.11,7.01,35.02,0.39,108
8.58,1.98,6.53,18.59,9.03,7.02,5.32,3.49,5.24,164.57,8.4,188.12
4.83,4.2,8.98,18.7,2.34,2.45,3.06,3.36,7.64,111.77,7.5,140.42
41.99,3.52,5.9,2.6,9.38,2.67,2.02,4.71,3.43,170.85,6.85,185.54
32.18,3.29,5.09,4.31,3.78,2.54,3.07,9.39,3.16,195.99,0.62,214.8
25.15,3.43,2.17,4.96,3.09,8.06,3.22,6.05,4.48,4.56,8.9,82.33
15.48,4.64,8.97,9.46,7.09,8.01,4.01,2.07,1.5,173.91,9.17,179.42
44.59,3.84,0.35,10.22,4.24,7.19,2.94,1.94,9.6,66.86,8.28,139.64
19.36,2.83,6.7,13.82,2.35,4.7,9.09,7.87,7.63,153.86,6.89,203.11
16.96,1.12,8.42,13.63,5.1,4.11,4.74,7.78,1.72,7.25,4.08,72.8
22.89,3.64,7.91,6.93,6.6,3.88,8.48,8.46,8.19,167.41,3.74,197.9
15.56,2.51,6.26,15.57,9.88,2.4,5.45,3.2,1.43,145.39,4.4,137.23
7.17,1.41,9.99,18.9,3.49,4.39,2.38,3.76,1.84,174.71,5.47,171.67
13.78,0.48,2.16,18.02,2.45,1.45,7.04,6.18,8.42,65.55,8.75,125.44
45.8,3.92,4.24,6.1,8.43,0.69,6.2,1.52,4.07,104.06,1.8,147.61
40.06,4.2,7.31,7.4,9.36,2.88,3.15,6.1,5.34,148.32,3.09,168.45
31.87,3.57,9.74,4.72,0.64,4.47,3.59,7.36,3.75,69.39,6.62,116.27
44.66,0.13,0.82,15.34,1.48,4.01,1.09,5.8,5.85,144.19,6.18,179.38
12.83,4.32,9.84,1.7,5.77,3.79,2.03,9.92,5.74,68.01,0.54,99.84
4.15,3.16,6.13,5.81,7.41,7.59,0.39,1.38,4.43,19.37,4.16,58.95
18.41,0.9,5.16,16.92,1.59,8.79,4.66,2.37,0.53,156.34,8.79,149.77
39.29,2.24,6.71,17.7,8.43,2.22,8.74,3.15,6.59,59.8,5.91,144.06
38.78,4.14,6.72,10.23,3.5,6.68,4.95,4.76,6.88,19.36,7.6,111.76
29.01,4.86,4.59,9.98,2.08,3.8,0.26,3.86,7.24,157.59,5.13,166.93
38.47,0.38,6.21,4.87,9.76,1.25,2.77,2.28,5.31,117.84,4.11,144.69
8.18,4.9,3.92,11.8,7.46,7.46,2.23,8.36,5.27,177.96,9.69,198.1
18.53,0.37,1.22,17.62,4.59,7.89,6.76,7.17,1.2,64.09,8.04,139.93
18.4,1.63,0.9,8.02,6.48,5.82,5.85,3.39,2.61,7.89,2.62,61.09
5.36,0.26,5.85,19.17,8.99,8.67,3.66,9.06,8.51,46.98,4.86,126.65
16.18,2.08,3.74,16.15,0.94,0.09,1.39,9.42,7.57,24.11,5.14,100
21.36,0.28,0.64,19.46,2.49,6.27,2.59,9.25,3.8,8.16,9.37,78.18
3.81,3.54,3.25,4.52,1.94,2.35,7.21,6.74,4.14,107.38,6.53,131.12
16.93,3.85,1.72,15.66,7.32,6.04,5.54,9.5,1.87,42.55,2.9,119.63
4.61,2.58,7.47,0.34,4.36,9.72,3.87,1.35,6.79,32.28,4.53,52.81
39.23,3.45,7.71,8.32,4.03,0.36,5.81,5.9,9.6,66.99,0.82,127.59
33.71,2.88,2.91,15.81,2.82,4.31,6.42,8.42,1.68,181.74,1.36,196.72
14.32,2.02,5.75,16.24,1.67,3.23,1.63,6.19,9.24,33.46,2.55,84.11
27.25,0.77,1.04,1.61,3.29,2.74,7.08,5.04,1.46,33.43,7.62,83.61
47.62,4.86,8.22,5.76,5.09,0.81,6.96,2.43,2.04,127.73,6.47,190.75
16.7,0.52,4.58,4.77,9.57,5.05,5.13,7.72,7.28,94.51,5.38,127.21
49.09,3.06,5.44,19.68,9.05,2.74,5.98,5.39,4.27,149.28,8.64,214.99
42.66,0.53,4.46,11.27,6.44,7.99,7.9,8.3,4.05,90.23,3.58,148.83
5.73,1.62,8.18,17.43,4.38,7.07,9.79,2.63,4.46,117.6,8.99,162.37
9.48,4.81,6.18,17.16,8.9,5.79,4.91,3.4,9.97,55.57,0.29,133.14
5.9,0.67,3.45,10.48,3.09,1.62,4.41,3.01,9.03,86.92,4.02,110.82
7.62,3.51,1.82,3.72,6.94,8.49,6.28,0.85,3.75,185.51,0.26,178.88
6.48,4.06,6.18,17.14,3.77,1.78,6.35,4.7,9.09,184.85,1.95,179.19
19.92,0.3,6.91,2.07,7.85,9.73,5.68,3.65,1.52,8.51,2.89,83.87
47.36,1.28,9.3,13.63,0.19,8.9,4.16,1.31,0.81,77.02,1.22,132.74
41.96,4.47,0.24,6.23,2.88,3.67,6.4,9.05,8.7,63.15,9.43,143.95
14.61,2.27,0.5,9.26,7.35,8.17,2.49,3.01,6.37,109.41,0.85,131.06
33.34,1.54,7.84,6.06,8.73,3.97,5.59,7.04,4.42,130.93,1.06,151.2
34.78,4.59,6.68,19.67,7.75,1.42,9.53,2.39,0.62,76.25,7.99,144.63
30.61,3.71,1.53,2.53,5.21,0.5,5.95,4.24,1.49,25.49,3.62,98.25
28.72,3.04,7.75,19.56,6.39,3.95,3.76,0.44,8.76,96.7,3.11,152.42
41.4,4.69,6.14,7.6,8.63,2.67,9.63,0.82,1.86,52.51,7.81,118.93
38.89,2.12,0.04,2.13,3.37,4.73,3.52,8.93,8.67,70.16,6.73,116.94
20.28,2.72,0.1,15.75,0.51,2.78,1.48,9.1,0.17,149.56,8.31,173.18
39.01,0.99,9.73,11.66,2.89,9.04,8.36,0.91,0.27,94.98,7.42,129.42
28.91,4.31,7.51,17.16,7.02,5.76,8.28,6.58,5.63,182.65,1.09,216.79
9.2,0.96,8.8,16.93,2.48,9.29,9.99,8.68,4.98,114.14,9.88,162.36
44.67,2.61,5.43,18.12,8.68,4.71,7.02,3.53,9.66,81.07,7.8,168.78
1.68,4.49,4.5,9.01,4.29,2.52,1.03,8.16,7.73,167.62,9.71,164.12
18.03,2.04,2.13,16.93,4.73,5.46,1.79,3.04,1.68,179.06,3.23,171.65
16.43,2.87,7.44,18.74,9.27,9.46,8.05,5.87,3.33,179.49,5,210.64
30.92,2.22,3,9.76,5.31,8.8,0.19,4.55,2.42,119.24,5.56,149.85
3.3,4.6,2.62,11.35,9.41,1.24,0.09,0.38,2.23,20.38,4.96,49.71
44.37,2.94,1.77,2.03,1.14,8.5,4.77,0.57,6,36.62,9.68,97.15
33.23,4.41,1.37,12.88,0.98,2.11,0.04,7.17,8.59,53.81,5.35,116.95
8.33,0.81,3.78,18.59,0.71,3.68,0.5,3.16,8.36,67.58,7.69,106.86
7.55,0.27,1.72,18,5.19,9.15,1.42,6.83,5.2,19.92,5.62,89.28
1.53,4.62,7.74,3.77,2.64,3.69,3.21,2.53,3.02,168.18,7.27,156.47
45.03,3.97,9.85,19.66,1.74,7.85,1.18,2.97,0.6,92.38,7.3,153.76
20.63,4.63,5.1,6.83,2.25,3.15,6.39,2.4,8.48,101.57,7.55,145.92
11.17,0.85,6.62,5.58,9.99,7.89,2.49,9.24,7.76,34.73,8.11,94.12
23.6,3.75,2.97,12.92,6.66,3.49,2.8,3.01,2,165.86,1.12,157.83
8.12,1.19,1.3,6.11,2.69,3.88,9.47,0.41,0.21,176.66,5.8,146.72
9.36,4,0.92,10.29,1.21,3.68,6.06,8.83,0.51,199.76,8.56,183.22
8.24,3.29,9.82,15.19,9.13,5.34,0.18,0.11,7.07,71.36,7.13,113.99
26.57,1.47,2.85,1.71,9.08,8.61,4.02,6.21,6.47,169.14,6.92,189.67
34.41,1.95,1.65,8.4,8.74,2.24,7.32,1.07,6.3,102.06,1.23,130.76
17,1.92,1.3,6.01,3.1,1.21,2.25,2.32,1.03,103.66,7.3,115.32
30.49,1.29,2.2,11.13,8.01,5.56,5.17,4.91,2.28,115.47,7,146.59
48.12,3.94,1.24,13.9,9.17,9.05,4.92,3.25,7.31,3.88,8.55,110.88
2.23,1.39,9.51,5.54,0.43,2.35,0.16,8.25,1.36,56.64,6.29,72.8
12.03,0.99,5.16,19.9,3.55,6.72,0.44,8.8,1.55,161.67,0.13,143.81
1.97,0.78,9.75,3.66,9.14,2.58,9.35,9.17,4.91,180.89,2.38,166.11
42.21,2.38,6.33,16.32,8.47,0.56,6.99,1.24,3.51,99.6,7.61,148.66
19.78,3,8.43,8.86,5.98,0.85,5.45,3.61,6.51,191.67,1.8,193.48
23.49,1.74,0.63,1.42,5.44,4.21,3.87,6.23,0.98,114.5,8.07,115.7
35.52,4.51,7.51,4.29,8.9,5.1,2.25,2.51,8.19,49.82,8.7,122.16
48.25,3.33,3.38,17.05,4.36,3.49,5.3,7.53,8.01,89.89,2.67,161.82
17.3,3.63,6.21,4.01,3.27,3.49,1.46,0.13,9.66,113.87,8.84,143.23
2.98,1.78,8.26,16.24,2,6.71,7.49,6.53,5.03,86.27,2.1,130.38
6.32,4.42,7.29,14.37,0.55,5.96,7.34,6.17,0.73,67.56,3.42,101.35
26.34,0.92,0.26,9.27,5.58,9.37,9.12,4.45,7.68,146.4,5.69,164.5
12.34,2.64,7.59,0.74,0.09,4.95,9.74,1.52,4.58,189.42,3.45,173.55
43.95,4.25,2.32,16.48,3.37,0.6,5.33,7.72,8.56,152.83,2.7,195.17
45.68,1.68,5.74,15.97,3.88,6.79,5.31,5.84,9.02,82.05,1.16,166.8
5.77,2.45,7.1,6.02,5,4,0.94,0.69,1.44,80.81,5.04,96.53
36.83,1.82,5.09,7.11,1.66,7.4,3.91,6.29,6.84,110.7,2.07,148.16
20.76,0.54,7.94,16.81,1.99,1.07,0.9,0.37,9.5,36.58,2.59,75.7
31.11,0.28,1.81,17.09,6.85,2.54,3,0.42,0.18,35.8,4.58,84.74
9.21,1.95,3.55,1.78,3.08,2.14,6.83,6.12,4.88,46.15,4.65,76.31
3.71,4.29,2.15,11.05,0.9,6.57,1.55,9.96,0.89,55.6,5.26,93.15
8.19,1.92,4.77,4.82,4.77,9.13,1.26,3.78,8.86,74.83,4.43,103.7
